26381,0
10392,0
37092,0
41306,0
13233,0
34989,0
13934,0
9076,0
14987,0
49692,0
25832,0
11568,0
6438,0
17837,0
34168,0
13946,0
28505,0
24569,0
34075,0
11238,0
12527,0
28838,0
6616,0
22942,0
27935,0
4233,0
48476,0
12069,0
35425,0
39870,0
32461,0
26835,0
35955,0
17380,0
24031,0
28307,0
3204,0
39489,0
31413,0
45001,0
5716,0
45893,0
37212,0
44122,0
9479,0
17498,0
36968,0
47144,0
45869,0
42272,0
39049,0
28617,0
2323,0
27550,0
28965,0
27100,0
3456,0
4676,0
25524,0
17949,0
31172,0
39428,0
1853,0
14100,0
12563,0
15939,0
28310,0
44873,0
36039,0
21404,0
47732,0
24137,0
17549,0
29871,0
17415,0
5843,0
27600,0
836,0
42988,0
29759,0
11993,0
33896,0
9035,0
49772,0
7423,0
26372,0
31432,0
31610,0
31606,0
40348,0
245,0
12980,0
47868,0
33025,0
8482,0
31235,0
23651,0
39832,0
25646,0
31544,0
31565,0
46606,0
12813,0
12143,0
39336,0
14644,0
21719,0
32249,0
13360,0
14998,0
49034,0
27197,0
32010,0
42164,0
3720,0
21543,0
43901,0
30062,0
18638,0
41941,0
27368,0
1570,0
2783,0
21817,0
14138,0
10787,0
25248,0
29531,0
3656,0
4744,0
18616,0
19387,0
32329,0
4090,0
30853,0
14498,0
4926,0
30460,0
6746,0
17349,0
30450,0
2174,0
47380,0
17404,0
12867,0
11091,0
9067,0
35451,0
39991,0
40245,0
38488,0
7805,0
43200,0
38190,0
1145,0
5865,0
48223,0
7717,0
35835,0
7890,0
24880,0
11299,0
34501,0
3254,0
9009,0
13160,0
612,0
1887,0
29888,0
24693,0
34886,0
2287,0
14269,0
47661,0
39604,0
30618,0
41206,0
49284,0
22995,0
43284,0
2598,0
31846,0
14054,0
14691,0
35742,0
38336,0
4454,0
11184,0
28202,0
32460,0
7309,0
47826,0
24724,0
29275,0
36751,0
1417,0
2993,0
30108,0
44676,0
26584,0
33049,0
28894,0
27414,0
36562,0
7542,0
16072,0
1817,0
22524,0
48513,0
23570,0
23074,0
44111,0
21745,0
12080,0
6309,0
18501,0
6300,0
33582,0
35249,0
6493,0
33507,0
26259,0
33856,0
36102,0
15362,0
25575,0
24188,0
32180,0
6350,0
